"name","type","n","missing","unique","mean","median","mode","mode_value","sd","v","min","max","range","skew","skew_2se","kurt","kurt_2se","category","description"
"wb_overall_mean","numeric",10535,0,122,3.66772166230833,3.76470588235294,3.76470588235294,NA,0.607655257531544,NA,1.22222222222222,5,3.77777777777778,-0.636532715973145,-13.3381071643867,0.249717487126462,2.61657763749101,NA,NA
"wb_phys_mean","numeric",10535,0,29,3.8329920672588,3.85714285714286,3.85714285714286,NA,0.657276206657655,NA,1,5,4,-0.654409712259349,-13.7127073793626,0.281253257931662,2.94701421852284,NA,NA
"wb_psych_mean","numeric",10535,0,25,3.50889099825977,3.66666666666667,3.66666666666667,NA,0.720070128752745,NA,1,5,4,-0.595032574450351,-12.4685001181534,0.146092180119565,1.53077598173803,NA,NA
"wb_soc_mean","numeric",10535,0,17,3.56758424299953,3.66666666666667,3.66666666666667,NA,0.864534676733342,NA,1,5,4,-0.569903006753881,-11.9419272358503,0.0156248775180954,0.163719832250594,NA,NA
"age","integer",10508,0.00256288561936402,83,33.8315569090217,29,29,NA,13.8979470399168,NA,0,90,90,1.17780670785412,24.6484955441106,0.698718206443082,7.31189179382277,NA,NA
"gender","character",10473,0.00588514475557665,3,NA,NA,5841,"woman",NA,0.49333683759056,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ses","integer",10530,0.000474608448030375,11,6.10617283950617,6,6,NA,1.77746947548848,NA,1,10,9,-0.430181603967495,-9.01202217865044,0.087635765986104,0.918042994434023,NA,NA
"education","integer",10535,0,7,4.63958234456573,5,5,NA,1.26318728883233,NA,1,7,6,-0.0360516927484444,-0.755438533274984,-0.216296900775754,-2.26639167381112,NA,NA
"ethnicity","character",10126,0.0388229710488847,18,NA,NA,6139,"Caucasian/European",NA,0.614497017609719,NA,NA,NA,NA,NA,NA,NA,NA,NA
"denomination","character",4859,0.538775510204082,21,NA,NA,5676,NA,NA,0.803575841826564,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gdp","numeric",10535,0,24,36562.32208129,41613.9980821757,41613.9980821757,NA,21285.6652614334,NA,2015.59048548675,78806.431996268,76790.8415107812,-0.10555932897481,-2.21192345143523,-1.04820963051512,-10.9832992081152,NA,NA
"gdp_scaled","numeric",10535,0,24,0.0645924738995726,0.292837379808369,0.292837379808369,NA,0.961729268454715,NA,-1.49629850587786,1.97326652406719,3.46956502994505,-0.10555932897481,-2.21192345143523,-1.04820963051513,-10.9832992081152,NA,NA
"sample_type","character",10535,0,5,NA,NA,5439,"online panel",NA,0.599068001456938,NA,NA,NA,NA,NA,NA,NA,NA,NA
"compensation","character",10535,0,6,NA,NA,5439,"monetary reward",NA,0.627195726316487,NA,NA,NA,NA,NA,NA,NA,NA,NA
"attention_check","integer",10535,0,7,1.13364973896535,1,1,NA,0.779935223387518,NA,1,7,6,6.13338506203146,128.520883820959,37.7182162607308,395.217180540896,NA,NA
"majority","numeric",10126,0.0388229710488847,3,0.866186055698203,1,1,NA,0.340469117973185,NA,0,1,1,-2.15085523718289,-44.1864225910644,2.62643765620682,26.9809735618972,NA,NA
